[-1, 6, -6, 5, 1, 6, 1, 29]
[-4, 4, -5, 3, 5, 4, 5, 27]
[-2, 6, -4, 1, 2, 5, 4, 27]
[-6, 6, -4, 1, 5, 7, 5, 26]
[-6, 7, -2, 2, 2, 5, 5, 25]
[-2, 5, -4, 0, 5, 4, 7, 24]
[-3, 9, -6, 3, 5, 4, 2, 23]
[-2, 4, -5, 3, 3, 7, 4, 26]
[-4, 6, -2, 0, 5, 4, 3, 25]
[-4, 7, -6, 3, 2, 4, 3, 24]
[-2, 8, -3, 3, 5, 4, 7, 25]
[-4, 7, -3, 3, 3, 6, 2, 24]
[-3, 9, -3, 2, 3, 4, 2, 25]
[-4, 3, -4, 1, 3, 1, 3, 27]
[-1, 6, -3, 2, 1, 2, 4, 24]
[-3, 7, -7, 5, 4, 4, 0, 25]
[-4, 4, -3, 0, 2, 7, 7, 26]
[-1, 9, -3, 1, 2, 7, 4, 25]
[-2, 5, -4, 3, 3, 7, 2, 27]
[-2, 5, -6, 5, 4, 4, 2, 25]
[-3, 8, -5, 3, 5, 9, 5, 25]
[-1, 7, -4, 3, 3, 5, 4, 27]
[-4, 5, -4, 2, 4, 2, 4, 27]
[-3, 4, -3, 3, 4, 4, 6, 26]
[-4, 5, -3, 0, 2, 7, 5, 26]
[-1, 6, -4, 2, 1, 9, 2, 24]
[-2, 7, -8, 3, 3, 2, 2, 25]
[-3, 9, -4, 3, 2, 2, 0, 27]
[-2, 2, -4, 5, 4, 7, 4, 25]
[-2, 6, -6, 4, 4, 5, 5, 25]
[-3, 4, -4, 3, 3, 4, 4, 22]
[-2, 4, -4, 1, 2, 3, 3, 29]
[-1, 4, -1, 0, 2, 4, 2, 27]
[-4, 3, -3, 3, 0, 7, 2, 25]
[-3, 9, -3, 1, 0, 7, 5, 26]
[-4, 5, -5, 1, 2, 4, 3, 27]
[-3, 9, -5, 1, 6, 6, 6, 24]
[-2, 4, -5, 1, 3, 4, 5, 25]
[-5, 7, -3, 0, 6, 2, 5, 26]
[-3, 5, -3, 2, 2, 7, 3, 25]
[-3, 4, -2, 1, 2, 4, 1, 27]
[-3, 5, -3, 5, 4, 5, 4, 25]
[-2, 4, -4, 2, 5, 4, 5, 24]
[-3, 8, -4, 0, 3, 5, 3, 27]
[-6, 3, -2, 2, 2, 3, 2, 27]
[-2, 4, -6, 1, 2, 3, 2, 25]
[-3, 6, -4, 4, 3, 5, 3, 25]
[-2, 7, -1, 2, 4, 4, 4, 26]
[-3, 9, -4, 1, 1, 7, 2, 27]
[-1, 7, -4, 2, 5, 2, 4, 26]
[-2, 5, -2, 3, 0, 5, 4, 26]
[-3, 4, -2, 2, 4, 6, 5, 26]
[-3, 5, -4, 3, 4, 5, 2, 25]
[-4, 7, -6, 1, 2, 7, 2, 27]
[-5, 5, -4, 1, 2, 5, 3, 27]
[-6, 7, -6, 1, 2, 6, 1, 27]
[-1, 8, -4, 2, 2, 6, 7, 26]
[-1, 6, -4, 2, 3, 7, 5, 26]
[-3, 5, -5, 2, 2, 2, 2, 25]
[-2, 6, -3, 3, 3, 5, 3, 27]
[-4, 9, -6, -2, 3, 2, 2, 28]
[-2, 6, -6, 3, 3, 3, 1, 27]
[-1, 7, -3, 4, 5, 5, 4, 25]
[-3, 5, -3, 3, 4, 6, 7, 27]
[-4, 3, -6, 3, 3, 5, 2, 26]
[-6, 5, -3, 2, 3, 3, 4, 25]
[-2, 4, -4, 1, 2, 2, 3, 27]
[-3, 4, -5, 1, 3, 6, 4, 24]
[-3, 4, -4, 0, 4, 2, 3, 27]
[-3, 5, -4, 2, 6, 4, 0, 24]
[-1, 2, -4, 2, 3, 4, 4, 26]
[-3, 8, -3, 2, 3, 5, 2, 26]
[-3, 5, -6, 1, 5, 4, 3, 27]
[-4, 8, -3, 3, 4, 4, 5, 24]
[-4, 9, -4, 2, 5, 5, 5, 24]
[-1, 4, -1, 2, 2, 2, 3, 25]
[-3, 5, -4, 0, 2, 5, 3, 23]
[-4, 5, -1, 2, 2, 7, 3, 24]
[-4, 8, -4, 2, 3, 4, 4, 25]
[-4, 7, -2, 1, 4, 4, 7, 26]
[-2, 6, -3, 3, 2, 4, 4, 25]
[-2, 8, -3, 0, 3, 5, 7, 27]
[-2, 6, -5, 1, 1, 5, 2, 22]
[-4, 4, -4, 1, 2, 1, 4, 25]
[-1, 8, -4, 2, 3, 4, 6, 24]
[-4, 7, -6, 5, 3, 5, 7, 24]
[-5, 7, -6, 1, 3, 6, 3, 23]
[-3, 7, -1, 2, 2, 2, 2, 27]
[-2, 4, -4, 1, 5, 5, 2, 27]
[-2, 6, -3, 1, 2, 6, 4, 26]
[-3, 6, -4, 0, 2, 4, 2, 25]
[-2, 8, -3, 2, 3, 4, 2, 27]
[-1, 6, -8, 3, 3, 3, 3, 25]
[-4, 7, -5, 5, 1, 3, 4, 24]
[-4, 8, -5, 2, 2, 2, 1, 27]
[-2, 6, -3, 0, 2, 6, 3, 25]
[-4, 4, -2, 0, 3, 7, 3, 24]
[-1, 6, -5, 1, 2, 5, 5, 26]
[-2, 7, -3, 3, 2, 5, 3, 25]
[-4, 7, -4, 2, 4, 4, 3, 23]
[-3, 6, -5, 3, 1, 7, 3, 27]
[0, 2, -3, 0, 3, 3, 2, 25]
[-4, 7, -4, 2, 2, 3, 2, 26]
[-4, 7, -3, 2, 0, 3, 2, 27]
[-1, 5, -4, 0, 0, 4, 3, 24]
[-3, 9, -3, 2, 4, 6, 6, 22]
[-2, 6, -6, 1, 0, 5, 2, 29]
[-4, 11, -6, 3, 0, 5, 5, 27]
[-3, 9, -5, 3, 3, 7, 4, 25]
[-5, 3, -8, 0, 1, 3, 4, 26]
[-1, 7, -1, 2, 0, 7, 4, 28]
[-4, 7, -1, 0, 4, 4, 4, 24]
[-1, 8, -5, 0, 1, 5, 3, 24]
[-2, 6, -3, 1, 1, 5, 5, 25]
[-1, 7, -4, 0, 2, 4, 3, 23]
[-1, 4, -3, 4, 2, 5, 2, 25]
[-1, 6, -3, 0, 2, 6, 3, 24]
[-2, 8, -5, -1, 5, 4, 5, 23]
[-2, 8, -5, 3, 3, 5, 5, 24]
[-2, 9, -4, 2, 5, 4, 2, 22]
[-4, 7, -7, 3, 2, 5, 4, 26]
[-3, 9, -5, -1, 3, 4, 2, 27]
[-3, 6, -4, 0, 5, 4, 1, 25]
[-4, 5, -4, 2, 2, 3, 3, 25]
[-5, 9, -6, 1, 4, 6, 1, 25]
[-2, 4, -4, 4, 3, 7, 7, 24]
[-2, 7, -6, 3, 5, 4, 4, 24]
[-4, 7, -4, 2, 2, 2, 3, 27]
[-1, 7, -5, 2, 2, 4, 2, 25]
[-5, 3, -4, 0, 3, 9, 3, 24]
[-4, 6, -3, 2, 3, 3, 5, 24]
[-2, 8, -4, 0, 5, 4, 2, 27]
[-3, 6, -1, 2, 1, 7, 4, 26]
[0, 8, -6, 3, 5, 2, 3, 27]
[-4, 7, -6, 3, 2, 4, 5, 24]
[-2, 6, -4, 3, 5, 4, 2, 26]
[-4, 4, -4, 2, 6, 6, 6, 24]
[-4, 7, -4, 2, 2, 4, 6, 26]
[-2, 6, -3, 0, 3, 6, 4, 27]
[-1, 7, -2, 2, 2, 3, 3, 27]
[-5, 5, -3, 2, 2, 6, 6, 26]
[-3, 6, -4, 0, 2, 4, 5, 26]
[-3, 5, -3, 0, 2, 7, 2, 24]
[-4, 7, -5, 1, 3, 8, 9, 26]
[-4, 9, -5, 1, 3, 2, 4, 25]
[-4, 9, -6, 3, 0, 5, 5, 27]
[-3, 9, -5, 3, 3, 6, 3, 25]
[-1, 5, -6, 1, 4, 2, 2, 25]
[-5, 7, -8, 3, 2, 7, 4, 26]
[-5, 5, -3, 2, 2, 4, 2, 26]
[-4, 5, -2, 2, 4, 7, 5, 24]
[-2, 6, -6, 2, 1, 7, 1, 25]
[-4, 8, 0, 2, 4, 4, 5, 26]
[-2, 8, -5, 3, 2, 4, 4, 26]
[-3, 7, -6, 1, 3, 6, 2, 26]
[-4, 4, -3, 3, 3, 5, 4, 26]
[-3, 7, -6, 1, 3, 5, 5, 26]
[-4, 4, -5, 3, 2, 2, 3, 24]
[-3, 10, -7, 1, 3, 7, 5, 24]
[-6, 7, -5, 1, 0, 5, 3, 22]
[-2, 4, -3, 3, 5, 4, 5, 25]
[-2, 9, -1, 0, 2, 5, 5, 27]
[-4, 6, -4, 2, 1, 7, 5, 27]
[-2, 9, -3, 0, 4, 5, 0, 25]
[-2, 4, -3, 2, 5, 6, 6, 25]
[-2, 9, -3, 0, 4, 3, 5, 29]
[-1, 6, -1, 0, 0, 7, 3, 25]
[-3, 4, -3, 3, 3, 4, 2, 22]
[-3, 6, -2, 2, 3, 5, 7, 26]
[-4, 4, -3, 3, 2, 3, 4, 25]
[0, 8, -3, 1, 3, 6, 2, 27]
[-4, 9, -4, -1, 2, 5, 2, 25]
[-2, 7, -6, 3, 3, 4, 3, 26]
[-2, 6, -3, 3, 2, 6, 2, 25]
[0, 6, -2, 0, 3, 6, 2, 27]
[-3, 5, -3, 4, 2, 3, 0, 29]
[-4, 7, -4, 0, 3, 5, 5, 25]
[-6, 7, -4, 2, 5, 4, 4, 24]
[-2, 8, -4, 2, 2, 7, 4, 26]
[-4, 5, -3, 2, 2, 7, 3, 24]
[-2, 8, -6, 1, 3, 5, 4, 27]
[-3, 7, -3, 3, 2, 3, 7, 24]
[-4, 6, -3, 1, 5, 6, 4, 27]
[-3, 8, -3, 1, 5, 4, 6, 26]
[-1, 9, -1, 0, 3, 6, 3, 27]
[-3, 5, -4, 2, 1, 3, 2, 25]
[-2, 9, -3, 3, 2, 4, 3, 26]
[1, 8, -6, 5, 4, 4, 6, 27]
[-4, 7, -3, 3, 3, 4, -2, 27]
[-2, 8, -3, 3, 3, 3, 3, 27]
[-1, 6, -2, -2, 1, 1, 5, 24]
[-4, 4, -3, 3, 1, 5, 1, 26]
[-3, 7, -6, 1, 4, 5, 3, 26]
[-2, 7, -6, 1, 4, 7, 2, 25]
[-4, 8, -5, 2, 2, 3, 3, 26]
[-4, 6, -3, 1, 2, 5, 6, 22]
[-2, 7, -2, 2, 3, 6, 5, 27]
[-3, 7, -4, 2, 2, 5, 4, 25]
[-1, 6, -4, 2, 4, 4, 5, 27]
[-3, 4, -4, 0, 2, 7, 4, 27]
[-4, 6, -4, 2, 3, 5, 7, 28]
[-3, 7, -1, 3, 3, 4, 5, 27]
[-1, 4, -5, 3, 3, 5, 2, 25]
[-4, 7, -4, 0, 3, 3, 5, 27]
[-1, 4, -4, 0, 1, 5, 4, 27]
[-3, 7, -4, 1, 3, 7, 7, 26]
[-3, 5, -3, 3, 2, 3, 4, 27]
[-1, 9, -3, 3, 2, 4, 4, 27]
[-4, 5, -3, 3, 2, 6, 5, 25]
[-3, 7, -5, 1, 4, 5, 5, 24]
[-5, 5, -5, 3, 1, 3, 4, 22]
[-3, 5, -3, -2, 3, 5, 3, 24]
[-5, 3, -3, 3, 2, 2, 3, 25]
[-1, 7, -3, 0, 5, 2, 5, 26]
[-3, 7, -4, 3, 3, 7, 2, 24]
[-2, 4, -3, 3, 3, 5, 7, 26]
[-4, 6, -4, 3, 3, 5, 4, 24]
[-2, 4, -4, 3, 2, 3, 2, 24]
[-3, 9, -1, 2, 5, 4, 7, 26]
[-2, 7, -6, 1, 5, 4, 5, 22]
[-4, 7, -3, 2, 4, 4, 5, 27]
[-3, 5, -6, 3, 6, 6, 7, 26]
[-3, 6, -4, 3, 6, 8, 4, 26]
[-3, 6, -1, 3, 2, 4, 5, 26]
[-4, 5, -4, 4, 2, 4, 5, 26]
[-5, 7, -5, 0, 3, 4, 2, 22]
[-3, 7, -4, 3, 5, 4, 5, 26]
[-1, 4, -4, 0, 0, 5, 1, 27]
[-6, 5, -4, 2, 0, 7, 5, 24]
[-4, 6, -4, 2, 3, 6, 3, 24]
[-2, 4, -3, 1, 0, 5, 5, 25]
[-6, 7, -4, 1, 2, 4, 5, 25]
[-6, 5, -5, 3, 4, 5, 7, 24]
[-1, 9, -6, 1, 5, 6, 6, 25]
[-1, 5, -4, 2, 7, 2, 3, 25]
[-1, 6, -8, 5, 0, 5, 3, 25]
[-3, 4, -1, 2, 2, 4, 4, 25]
[-3, 7, -2, 2, 2, 5, 8, 25]
[-3, 4, -6, 2, 5, 4, 6, 26]
[-2, 7, -6, 3, 2, 5, 6, 27]
[-3, 9, -4, 5, 3, 5, 3, 25]
[-3, 4, -3, 3, 4, 4, 3, 25]
[-4, 7, -5, 3, 3, 4, 4, 25]
[-4, 8, -4, 2, 2, 3, 4, 25]
[-1, 7, -5, 5, 5, 5, 3, 25]
[-2, 4, -6, 1, 3, 2, 2, 27]
[-3, 8, -6, 2, 3, 6, 4, 24]
[-2, 9, -6, 3, 1, 3, 3, 27]
[-3, 7, -3, 3, 1, 5, 3, 25]
[-4, 5, -2, 3, 3, 1, 4, 24]
[-2, 6, -2, 3, 5, 2, 4, 26]
[-1, 6, -6, 0, 3, 4, 0, 25]
[-5, 5, -3, 0, 5, 6, 2, 25]
[-2, 5, -5, 0, 3, 2, 3, 25]
[-3, 9, -4, 0, 3, 4, 3, 24]
[1, 2, -4, 2, 2, 6, 3, 26]
[-2, 4, -2, 0, 6, 6, 3, 24]
[-4, 7, -1, 0, 3, 4, 6, 27]
[-4, 5, -4, 2, 2, 2, 2, 26]
[-4, 7, -4, 5, 7, 4, 2, 24]
[-3, 9, -3, 2, 5, 4, 5, 27]
[-2, 4, -3, 3, 3, 5, 3, 25]
[-3, 4, -5, 3, 2, 5, 3, 25]
[-4, 7, -5, 1, 4, 4, 5, 26]
[-3, 6, -3, 3, 2, 5, 1, 25]
[-1, 4, -3, 2, 5, 5, 5, 24]
[-3, 5, -5, 3, 2, 3, 0, 25]
[-1, 6, -3, 0, 3, 5, 2, 27]
[-2, 6, -4, 0, 2, 3, 4, 24]
[-3, 7, -3, 2, 5, 5, 1, 27]
[-3, 5, -4, 2, 1, 3, 4, 24]
[-5, 7, -5, 5, 2, 3, 4, 26]
[-2, 6, -3, 2, 2, 4, 5, 24]
[-4, 7, -5, 3, 0, 7, 2, 26]
[-4, 7, -4, 1, 2, 4, 4, 25]
[1, 4, -5, 3, 2, 5, 2, 27]
[-3, 3, -4, 0, 4, 7, 2, 24]
[-3, 5, -3, 3, 4, 2, 7, 29]
[-3, 4, -4, 2, 2, 6, 2, 25]
[-4, 3, -6, 1, 2, 6, 0, 27]
[-4, 7, -1, 4, 3, 4, 5, 25]
[-1, 4, -6, 1, 1, 5, 5, 25]
[-2, 6, -3, 5, 5, 5, 4, 22]
[-2, 7, -4, 0, 3, 7, 0, 27]
[-3, 4, -3, 4, 3, 5, 3, 25]
[-1, 4, -6, 3, 3, 3, 3, 23]
[-2, 6, -5, 5, 2, 4, 3, 24]
[-3, 8, -4, 2, 5, 5, 2, 25]
[-2, 5, -1, 4, 3, 5, 4, 24]
[-2, 4, -2, 1, 1, 3, 1, 23]
[-3, 8, -6, 1, 5, 4, 2, 23]
[-3, 7, -5, 5, 2, 3, 3, 27]
[-4, 5, -3, -2, 2, 5, 2, 27]
[-3, 7, -4, 3, 0, 6, 2, 27]
[-2, 7, -4, 0, 2, 7, 2, 26]
[-1, 6, -6, 3, 2, 7, 6, 27]
[-4, 4, -1, 4, 5, 4, 2, 27]
[-2, 5, -4, 0, 4, 5, 4, 25]
[-1, 6, -5, 3, 5, 7, 6, 25]
[-6, 5, -3, 2, 2, 5, 3, 25]
[-1, 8, -4, 2, 2, 6, 3, 24]
[-5, 5, -4, 3, 5, 6, 6, 25]
[-3, 5, -4, 0, 3, 5, 2, 27]
[-4, 4, 0, 2, 3, 5, 2, 26]
[-2, 6, -2, 2, 3, 3, 2, 24]
[-3, 6, -6, 3, 3, 4, 6, 24]
[-5, 5, -4, 4, 4, 5, 3, 27]
[-3, 6, -6, 3, 2, 5, 3, 24]
[-3, 5, -4, 5, 5, 6, 5, 25]
[-2, 4, -2, 2, 5, 5, 4, 26]
[-3, 7, -5, 2, 4, 2, 3, 24]
[-1, 7, -6, 1, 4, 6, 6, 24]
[-6, 2, -3, 2, 1, 6, 7, 26]
[-4, 7, -6, 3, 5, 2, 5, 25]
[-4, 7, -4, 3, 2, 5, 4, 24]
[-4, 7, -3, 0, 2, 5, 3, 27]
[-2, 7, -2, 2, 3, 7, 1, 25]
[-4, 6, -5, 3, 2, 5, 3, 25]
[-4, 7, -3, 1, 3, 7, 4, 24]
[-3, 6, -4, 0, 3, 4, 2, 27]
[-2, 2, -4, 1, 2, 4, 5, 24]
[-3, 6, -3, 3, 0, 7, 3, 25]
[-5, 7, -3, 0, 4, 8, 3, 25]
[-4, 5, -6, 0, 5, 4, 4, 24]
[-1, 8, -4, 2, 2, 2, 4, 26]
[-5, 3, -3, 5, 4, 6, 0, 25]
[-4, 7, -4, 3, 5, 4, 5, 25]
[-3, 9, -6, 3, 1, 3, 5, 27]
[-3, 4, -6, 0, 3, 4, 5, 25]
[-2, 6, -6, 2, 2, 6, 4, 25]
[-4, 6, -3, 5, 5, 6, 7, 24]
[-3, 7, -4, 3, 3, 5, 7, 26]
[-4, 3, -1, 2, 3, 6, 4, 27]
[-3, 9, -3, 3, 4, 4, 6, 26]
[-6, 5, -3, 3, 3, 7, 4, 27]
[-3, 7, -4, 1, 0, 5, 4, 27]
[1, 8, -4, 2, 1, 5, 6, 27]
[-4, 6, -5, 3, 2, 5, 2, 25]
[-4, 7, -3, 1, 0, 3, 5, 25]
[-4, 7, -4, 1, 3, 4, 4, 27]
[-3, 6, -2, 2, 3, 4, 6, 24]
[-4, 7, -1, 2, 3, 4, 6, 27]
[-5, 7, -4, 1, 3, 5, 0, 27]
[-5, 5, -4, 3, 4, 2, 2, 27]
[-3, 9, -1, 4, 2, 4, 2, 27]
[-5, 5, -6, 1, 4, 6, 2, 26]
[-1, 4, -4, 3, 2, 4, 5, 24]
[-3, 6, -6, 3, 2, 6, 5, 25]
[-2, 6, -5, 4, 3, 6, 6, 26]
[-3, 4, -4, 1, 3, 2, 4, 27]
[2, 4, -3, 0, 3, 5, 4, 26]
[-4, 7, -5, 3, 0, 4, 2, 24]
[-2, 6, -3, 3, 5, 4, 4, 26]
[-4, 6, -5, 3, 2, 2, 4, 24]
[-1, 8, -3, 1, 5, 6, 5, 24]
[-3, 6, -3, 1, 5, 3, 4, 27]
[-2, 4, -6, 2, 4, 7, 1, 27]
[-2, 8, -1, 2, 4, 8, 5, 27]
[-3, 7, -4, 3, 2, 5, 2, 27]
[-2, 6, -6, 4, 0, 3, 5, 27]
[-4, 5, -5, 3, -2, 7, 3, 25]
[-1, 9, -4, 0, 2, 4, 3, 27]
[-4, 7, -4, 3, 2, 5, 0, 26]
[-3, 9, -3, 2, 5, 2, 3, 27]
[-4, 7, -4, 1, 3, 5, 3, 25]
[-4, 9, -6, 3, 2, 3, 4, 24]
[-1, 6, -4, 0, 2, 4, 1, 25]
[0, 4, -3, 3, 2, 5, 4, 25]
[-3, 7, -1, 0, 4, 6, 6, 24]
[-6, 7, -4, 3, 2, 5, 5, 29]
[-3, 7, -6, 3, 5, 4, 7, 26]
[-3, 5, -3, 3, 5, 4, 7, 24]
[-1, 5, -5, 3, 2, 3, 4, 23]
[-4, 6, -4, 3, 4, 4, 4, 27]
[-3, 4, -3, 2, 3, 4, 5, 25]
[-1, 7, -3, 3, 3, 2, 3, 23]
[-3, 6, -5, 3, 4, 2, 2, 24]
[-2, 4, -8, 1, 3, 5, 4, 27]
[-4, 9, -2, 2, 2, 7, 6, 26]
[-1, 6, -5, 3, 4, 6, 3, 26]
[-5, 7, -5, 1, 1, 7, 6, 22]
[-3, 5, -5, 1, 5, 2, 5, 29]
[-3, 6, -3, 0, 3, 5, 3, 26]
[-3, 9, -5, 1, 2, 4, 4, 24]
[-5, 5, -5, 3, 4, 7, 3, 26]
[-3, 4, -1, 0, 3, 6, 6, 26]
[-2, 8, -5, 5, 3, 5, 3, 24]
[-3, 7, -4, 3, 1, 5, 4, 24]
[-5, 5, -3, 4, 0, 7, 3, 26]
[-4, 6, -6, 3, 5, 5, 3, 25]
[-5, 7, -3, 3, 3, 6, 1, 27]
[-6, 5, -4, 3, 2, 3, 4, 24]
[-2, 8, -5, 5, 3, 7, 6, 24]
[-1, 8, -4, 0, 5, 4, 5, 26]
[-6, 5, -3, 2, 4, 6, 2, 24]
[-3, 7, -5, 1, 3, 9, 4, 25]
[-2, 4, -4, 3, 4, 5, 4, 25]
[-1, 7, -5, 1, 5, 4, 4, 25]
[-4, 9, -5, 2, 3, 5, 7, 26]
[-3, 7, -3, 0, 0, 7, 2, 27]
[-2, 2, -4, 3, 2, 5, 3, 29]
[-1, 6, -4, 0, 5, 6, 2, 24]
[-2, 4, -4, 3, 0, 5, 4, 25]
[-4, 6, -4, 2, 0, 5, 5, 25]
[-3, 7, -3, 2, 4, 5, 2, 25]
[-3, 7, -1, 0, 6, 6, 5, 27]
[-2, 6, -4, 3, 5, 4, 0, 27]
[-3, 7, -1, 2, 4, 3, 2, 25]
[-1, 6, -5, 3, 3, 5, 3, 27]
[-1, 6, -1, 2, 3, 5, 3, 27]
[-5, 7, -6, 3, 2, 3, 2, 24]
[-4, 8, -2, 2, 3, 4, 5, 29]
[-2, 6, -2, 3, 3, 5, 6, 22]
[-3, 7, -4, 3, 3, 5, 5, 27]
[-3, 6, -3, 0, 4, 2, 5, 25]
[-2, 4, -1, 2, 2, 6, 3, 27]
[-3, 7, -1, 0, 2, 6, 2, 26]
[-3, 5, -5, 1, 5, 4, 5, 24]
[0, 0, -4, 1, 7, 4, 2, 24]
[-2, 8, -4, 4, 3, 3, 7, 27]
[-4, 6, -2, 2, 4, 4, 3, 24]
[-3, 7, -3, 0, 1, 5, 4, 25]
[-4, 3, -3, 2, 3, 2, 5, 26]
[-4, 6, -1, 2, 2, 2, 5, 24]
[-2, 5, -3, 2, 2, 4, 3, 27]
[-3, 10, -5, 0, 2, 7, 4, 24]
[-1, 4, -4, 0, 3, 7, 4, 28]
[-3, 7, -4, 2, 2, 2, 3, 25]
[-5, 5, -4, 3, 3, 7, 3, 25]
[-3, 7, -3, 2, 2, 6, 4, 26]
[-4, 7, -5, 1, 2, 5, 3, 26]
[-6, 7, -5, 1, 3, 5, 7, 26]
[-4, 7, -3, 0, 2, 7, 3, 24]
[-1, 8, -3, 2, 5, 5, 1, 23]
[-4, 4, -1, 2, 5, 7, 7, 24]
[1, 6, -4, 2, 0, 4, 2, 27]
[-1, 7, -4, 3, 2, 5, 0, 29]
[-1, 4, -3, 5, 2, 6, 5, 25]
[-6, 6, -5, 1, 5, 6, 5, 24]
[-5, 7, -3, 3, 6, 5, 3, 25]
[-2, 8, -5, 3, 2, 5, 4, 26]
[-2, 6, -2, 2, 4, 4, 1, 26]
[-3, 7, -6, 3, 2, 7, 2, 23]
[-1, 7, -5, 5, 5, 5, 4, 24]
[-4, 5, -3, 1, 3, 2, 2, 27]
[-4, 6, -4, 3, 3, 5, 2, 25]
[-1, 9, -3, 2, 3, 3, 5, 28]
[-1, 5, -4, 1, 5, 6, 5, 24]
[-5, 5, -5, 3, 2, 3, 3, 24]
[-3, 7, 1, 0, 2, 5, 7, 24]
[-3, 5, -6, 0, 3, 5, 7, 24]
[-1, 4, -6, 3, 2, 5, 7, 22]
[-4, 5, -3, 3, 2, 6, 3, 25]
[-1, 7, -4, 0, 4, 4, 3, 24]
[-2, 6, -5, 5, 3, 5, 6, 25]
[-4, 5, -1, 1, 0, 3, 3, 27]
[-5, 7, -4, 1, 4, 4, 2, 25]
[-3, 7, -5, 5, 4, 8, 5, 27]
[-2, 4, -3, 3, 5, 6, 3, 26]
[-2, 6, -4, 2, 2, 4, 5, 24]
[-4, 9, -4, 3, 3, 7, 2, 25]
